Func_id	Func_name	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen01_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen03_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen04_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen05_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen06_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen07_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen10_05102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen12_06102014_R2	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen14_06102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen15_06102014_R2	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen16_06102014_R1	Surface_soil_microbial_communities_from_Centralia_Pennsylvania_which_are_recovering_from_an_underground_coalmine_fire_Coalmine_Soil_Cen17_06102014_R1
KO:K00194	acetyl-CoA decarbonylase/synthase complex subunit delta [EC:2.1.1.245]	124	105	117	135	76	77	26	58	70	122	450	233
KO:K00195	acetyl-CoA decarbonylase/synthase complex subunit epsilon	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00196	carbon-monoxide dehydrogenase iron sulfur subunit	15	11	0	5	0	25	14	4	21	0	73	0
KO:K00197	acetyl-CoA decarbonylase/synthase complex subunit gamma [EC:2.1.1.245]	40	6	13	42	28	11	0	16	138	21	149	5
KO:K00198	carbon-monoxide dehydrogenase catalytic subunit [EC:1.2.99.2 1.2.7.4]	8	27	11	38	10	7	26	2	38	9	124	5
KO:K00200	formylmethanofuran dehydrogenase subunit A [EC:1.2.99.5]	465	649	549	587	766	664	496	531	798	923	1513	917
KO:K00201	formylmethanofuran dehydrogenase subunit B [EC:1.2.99.5]	364	457	447	480	673	582	412	562	634	903	1240	663
KO:K00202	formylmethanofuran dehydrogenase subunit C [EC:1.2.99.5]	235	277	273	299	384	310	512	518	484	762	911	407
KO:K00203	formylmethanofuran dehydrogenase subunit D [EC:1.2.99.5]	65	74	56	24	101	58	36	64	93	179	217	94
KO:K00204	4Fe-4S ferredoxin	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00205	4Fe-4S ferredoxin	39	35	119	64	71	47	9	12	6	0	257	34
KO:K00207	dihydropyrimidine dehydrogenase (NADP+) [EC:1.3.1.2]	61	52	33	35	51	28	0	9	9	4	33	95
KO:K00208	enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	5560	7648	7420	7423	5928	5988	7301	5849	4541	4272	13366	7334
KO:K00209	enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]	307	531	553	669	444	579	115	128	197	172	318	171
KO:K00210	prephenate dehydrogenase [EC:1.3.1.12]	422	657	581	672	368	499	672	764	528	807	554	131
KO:K00211	prephenate dehydrogenase (NADP+) [EC:1.3.1.13]	61	54	3	37	31	33	13	0	0	2	27	0
KO:K00212	"trans-1,2-dihydrobenzene-1,2-diol dehydrogenase [EC:1.3.1.20]"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00213	7-dehydrocholesterol reductase [EC:1.3.1.21]	40	101	19	76	93	73	2	42	7	20	139	35
KO:K00214	biliverdin reductase [EC:1.3.1.24]	11	9	19	15	15	0	5	38	11	12	19	0
KO:K00215	4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	6044	8315	7146	7464	5435	5878	11239	6000	6740	5664	15850	7445
KO:K00216	"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28]"	327	287	293	199	277	148	950	938	776	370	672	210
KO:K00217	maleylacetate reductase [EC:1.3.1.32]	1110	1816	1702	1326	1374	1083	1560	966	937	739	3464	1422
KO:K00218	protochlorophyllide reductase [EC:1.3.1.33]	137	76	63	134	86	78	51	65	58	39	223	60
KO:K00219	"2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]"	2160	2173	1847	1952	1977	1326	2603	1188	1477	1410	3387	2371
KO:K00220	cyclohexadieny/prephenate dehydrogenase [EC:1.3.1.43 1.3.1.12]	733	1499	1187	1418	1524	1255	967	922	432	915	1816	749
KO:K00221	alkylmercury lyase [EC:4.99.1.2]	395	31	190	235	105	82	579	226	572	231	387	14
KO:K00222	delta14-sterol reductase [EC:1.3.1.70]	142	161	111	71	194	81	4	48	16	3	134	92
KO:K00223	delta24(24(1))-sterol reductase [EC:1.3.1.71]	37	29	0	5	36	4	0	11	4	7	11	4
KO:K00225	"L-galactono-1,4-lactone dehydrogenase [EC:1.3.2.3]"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00226	dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]	2597	1732	2642	1994	1893	1592	1295	1880	1686	1659	4830	2720
KO:K00227	delta7-sterol 5-desaturase [EC:1.14.19.20]	396	655	474	530	479	288	34	87	51	83	644	872
KO:K00228	coproporphyrinogen III oxidase [EC:1.3.3.3]	1428	2431	2015	2336	2275	2216	1486	1596	828	1410	3116	1793
KO:K00230	menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]	883	527	734	270	536	501	309	278	563	259	2055	729
KO:K00231	oxygen-dependent protoporphyrinogen oxidase [EC:1.3.3.4]	4440	4933	4943	5256	2974	3651	7091	4427	5594	4038	10768	4039
KO:K00232	acyl-CoA oxidase [EC:1.3.3.6]	474	284	140	140	228	123	1067	40	437	210	944	268
KO:K00234	succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00235	succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00236	succinate dehydrogenase (ubiquinone) cytochrome b560 subunit	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00237	succinate dehydrogenase (ubiquinone) membrane anchor subunit	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00239	"succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]"	14178	18051	19749	18059	11872	13664	23372	9973	12481	9825	28659	23155
KO:K00240	"succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]"	7554	9052	10021	8950	6614	7576	13840	6515	8560	6213	15937	9934
KO:K00241	"succinate dehydrogenase / fumarate reductase, cytochrome b subunit"	3155	3528	3841	3893	3117	3333	4743	3795	3352	3628	8342	3137
KO:K00242	"succinate dehydrogenase / fumarate reductase, membrane anchor subunit"	1379	1408	1508	1697	1334	1245	3063	1708	1607	1660	2584	850
KO:K00243	uncharacterized protein	63	100	72	157	99	103	16	3	3	16	93	69
KO:K00244	fumarate reductase flavoprotein subunit [EC:1.3.5.4]	1844	2377	2923	1787	1827	1690	1847	1175	1366	1364	5089	3009
KO:K00245	fumarate reductase iron-sulfur subunit [EC:1.3.5.4]	699	486	1029	453	348	435	478	289	356	296	1554	1008
KO:K00246	fumarate reductase subunit C	422	337	572	257	215	182	273	252	224	204	1222	453
KO:K00247	fumarate reductase subunit D	371	270	463	228	197	159	240	231	215	219	839	264
KO:K00248	butyryl-CoA dehydrogenase [EC:1.3.8.1]	8874	9573	12300	10392	6260	7720	11664	6447	7874	5181	15769	8826
KO:K00249	acyl-CoA dehydrogenase [EC:1.3.8.7]	26805	31981	31960	30850	22356	22964	32471	15472	21214	19422	53707	30932
KO:K00251	3-oxo-5-beta-steroid 4-dehydrogenase [EC:1.3.1.3]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00252	glutaryl-CoA dehydrogenase [EC:1.3.8.6]	8447	9169	9712	10382	6015	6628	8845	5738	5914	4657	10910	7520
KO:K00253	isovaleryl-CoA dehydrogenase [EC:1.3.8.4]	2275	3035	2780	3485	2575	2339	2224	1611	1060	1588	3661	2538
KO:K00254	dihydroorotate dehydrogenase [EC:1.3.5.2]	2448	2781	2325	2869	2664	2213	3143	1886	1686	2400	6456	2280
KO:K00255	long-chain-acyl-CoA dehydrogenase [EC:1.3.8.8]	416	237	231	304	167	148	837	144	286	278	723	355
KO:K00256	isoquinoline 1-oxidoreductase [EC:1.3.99.16]	3142	3502	4474	3760	2491	2868	6234	4151	3827	2372	5488	2825
KO:K00257		32340	38180	39219	39682	27939	30046	46325	21882	26417	22174	61695	38902
KO:K00259	alanine dehydrogenase [EC:1.4.1.1]	4242	5756	4918	5604	4634	4712	5584	3197	3794	3695	10972	6606
KO:K00260	glutamate dehydrogenase [EC:1.4.1.2]	276	357	563	388	143	284	1396	235	821	218	413	580
KO:K00261	glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]	8195	8774	10961	8758	5790	7065	13136	8998	10309	6786	16799	10047
KO:K00262	glutamate dehydrogenase (NADP+) [EC:1.4.1.4]	809	1249	1710	1364	893	1065	122	892	446	550	2835	1388
KO:K00263	leucine dehydrogenase [EC:1.4.1.9]	1452	1857	1617	1103	989	1101	1582	695	1564	914	3253	1627
KO:K00264	glutamate synthase (NADPH/NADH) [EC:1.4.1.13 1.4.1.14]	10	0	9	0	0	18	550	34	18	6	7	0
KO:K00265	glutamate synthase (NADPH/NADH) large chain [EC:1.4.1.13 1.4.1.14]	17703	24111	24022	26406	15191	17321	23886	10566	11498	10674	24535	21364
KO:K00266	glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]	7897	12027	11487	12470	8604	8816	11499	6303	6869	5152	16817	10226
KO:K00270	phenylalanine dehydrogenase [EC:1.4.1.20]	6	6	0	0	0	0	17	0	8	7	0	6
KO:K00271	valine dehydrogenase (NAD+) [EC:1.4.1.23]	481	288	275	244	153	183	1072	79	164	84	637	356
KO:K00272	D-aspartate oxidase [EC:1.4.3.1]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00273	D-amino-acid oxidase [EC:1.4.3.3]	766	480	377	412	366	300	299	424	260	393	1179	462
KO:K00274	monoamine oxidase [EC:1.4.3.4]	4984	6863	6547	7317	5503	5477	6753	3995	4351	2901	11247	6995
KO:K00275	pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]	2552	2964	2374	2690	2540	2252	5107	2087	1963	1559	6803	3167
KO:K00276	primary-amine oxidase [EC:1.4.3.21]	2996	3114	2767	3072	2237	1806	1783	1380	1367	1159	3765	2559
KO:K00277	protein-lysine 6-oxidase [EC:1.4.3.13]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00278	L-aspartate oxidase [EC:1.4.3.16]	5352	6356	6169	5878	4941	4961	9595	4632	5766	4216	11529	7090
KO:K00279	cytokinin dehydrogenase [EC:1.5.99.12]	54	33	26	18	36	54	309	754	709	200	46	67
KO:K00280	lysyl oxidase-like protein 2/3/4 [EC:1.4.3.-]	0	0	3	0	0	0	0	0	0	0	0	0
KO:K00281	glycine dehydrogenase [EC:1.4.4.2]	4041	4918	3833	4067	3114	3989	3643	964	1465	1903	7417	10123
KO:K00282	glycine dehydrogenase subunit 1 [EC:1.4.4.2]	5770	7232	7886	7483	5324	5557	10551	6027	7135	5183	12088	5553
KO:K00283	glycine dehydrogenase subunit 2 [EC:1.4.4.2]	6362	8501	9204	8923	6205	6492	10676	5614	7421	5155	13168	6494
KO:K00284	glutamate synthase (ferredoxin) [EC:1.4.7.1]	3606	4554	4100	3465	3080	3212	2216	2642	2525	2995	8584	8275
KO:K00285	D-amino-acid dehydrogenase [EC:1.4.99.-]	3132	4347	3715	3738	3761	3728	4015	2549	1617	2297	7266	3531
KO:K00286	pyrroline-5-carboxylate reductase [EC:1.5.1.2]	4444	5884	5534	5727	4454	4492	8545	4582	4493	3618	11492	4578
KO:K00287	dihydrofolate reductase [EC:1.5.1.3]	1580	1633	1154	1578	1482	1472	803	842	699	1006	3506	1331
KO:K00288	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase [EC:1.5.1.5 3.5.4.9 6.3.4.3]	265	577	404	828	365	318	180	165	100	116	359	194
KO:K00289	formyltetrahydrofolate dehydrogenase [EC:1.5.1.6]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00290	"saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]"	742	894	614	952	724	446	2190	533	1885	557	1119	756
KO:K00291	"saccharopine dehydrogenase (NADP+, L-lysine forming) [EC:1.5.1.8]"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00292	"saccharopine dehydrogenase (NAD+, L-glutamate forming) [EC:1.5.1.9]"	108	138	60	62	43	53	370	159	171	26	228	91
KO:K00293	"saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10]"	121	122	65	150	202	146	39	14	18	35	86	203
KO:K00294	1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]	5952	6582	7675	6695	3853	5150	9654	5088	6565	4033	10792	8501
KO:K00295	methylenetetrahydrofolate dehydrogenase (NAD+) [EC:1.5.1.15]	25	49	6	50	39	27	12	61	7	25	35	0
KO:K00296	D-nopaline dehydrogenase [EC:1.5.1.19]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00297	methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]	5010	7345	5905	7045	5625	4837	10827	3627	3114	3463	10627	5026
KO:K00298	N5-(carboxyethyl)ornithine synthase [EC:1.5.1.24]	0	0	0	0	0	4	0	0	0	0	0	0
KO:K00299	FMN reductase [EC:1.5.1.38]	1373	1309	1119	1313	741	981	1603	607	813	480	1812	1106
KO:K00301	sarcosine oxidase [EC:1.5.3.1]	3347	3053	2943	2723	2452	2703	3823	2138	3329	2032	6153	3718
KO:K00302	"sarcosine oxidase, subunit alpha [EC:1.5.3.1]"	3742	6857	4793	6890	4236	4552	1696	2175	1540	1829	8080	4174
KO:K00303	"sarcosine oxidase, subunit beta [EC:1.5.3.1]"	7013	7914	8105	7009	5669	5703	6785	5301	5798	4206	15289	8792
KO:K00304	"sarcosine oxidase, subunit delta [EC:1.5.3.1]"	738	1260	817	1228	850	968	419	690	291	515	2092	618
KO:K00305	"sarcosine oxidase, subunit gamma [EC:1.5.3.1]"	474	1068	705	1055	632	629	378	603	197	522	1493	415
KO:K00306	sarcosine oxidase / L-pipecolate oxidase [EC:1.5.3.1 1.5.3.7]	90	7	44	29	32	27	205	213	75	84	94	4
KO:K00307	reticuline oxidase [EC:1.21.3.3]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00308	N1-acetylpolyamine oxidase [EC:1.5.3.13]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00310	pyrimidodiazepine synthase [EC:1.5.4.1]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00311	electron-transferring-flavoprotein dehydrogenase [EC:1.5.5.1]	5237	7807	8411	7758	4974	6082	7212	4188	4427	4122	11410	7452
KO:K00312	"wingless-type MMTV integration site family, member 3"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00313	electron transfer flavoprotein-quinone oxidoreductase [EC:1.5.5.-]	706	358	869	482	588	675	3345	1023	2241	913	801	380
KO:K00314	sarcosine dehydrogenase [EC:1.5.8.3]	1362	2118	1432	1391	1302	1035	321	376	165	372	1627	2649
KO:K00315	dimethylglycine dehydrogenase [EC:1.5.8.4]	2591	4605	3075	5668	3126	2543	624	1064	326	861	2139	2603
KO:K00316	spermidine dehydrogenase [EC:1.5.99.6]	3385	6082	5973	6342	3485	4077	211	1835	1470	1652	4105	2781
KO:K00317	dimethylamine/trimethylamine dehydrogenase [EC:1.5.8.1 1.5.8.2]	1508	2892	1491	2254	1644	1099	499	374	259	440	1827	1224
KO:K00318	proline dehydrogenase [EC:1.5.-.-]	4528	4788	5050	4814	2789	3425	8699	4443	6736	4067	9512	5142
KO:K00319	methylenetetrahydromethanopterin dehydrogenase [EC:1.5.98.1]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00320	"5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]"	4696	5374	5053	3745	3658	3228	8563	4283	8465	4143	14144	4888
KO:K00322	NAD(P) transhydrogenase [EC:1.6.1.1]	4564	5685	4107	5906	3440	3032	6163	4114	2625	3290	5451	3642
KO:K00323	NAD(P) transhydrogenase [EC:1.6.1.2]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00324	NAD(P) transhydrogenase subunit alpha [EC:1.6.1.2]	8543	11620	11675	11998	8314	8787	15308	8624	9753	6077	16874	9931
KO:K00325	NAD(P) transhydrogenase subunit beta [EC:1.6.1.2]	7238	9910	10256	10597	6589	7487	9511	5503	6468	4300	12572	9963
KO:K00326	cytochrome-b5 reductase [EC:1.6.2.2]	0	0	0	0	0	9	0	0	0	0	0	6
KO:K00327	NADPH-ferrihemoprotein reductase [EC:1.6.2.4]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00329	NADH dehydrogenase [EC:1.6.5.3]	148	203	292	207	143	415	67	119	92	214	520	42
KO:K00330	NADH-quinone oxidoreductase subunit A [EC:1.6.5.3]	5086	6403	6177	6195	5234	5021	8499	6352	6657	5631	14815	6088
KO:K00331	NADH-quinone oxidoreductase subunit B [EC:1.6.5.3]	6712	8077	8169	8233	6187	6384	10777	8307	8177	6322	17473	8873
KO:K00332	NADH-quinone oxidoreductase subunit C [EC:1.6.5.3]	5788	7225	6652	7236	5797	5753	9423	6385	6248	5137	15705	6549
KO:K00333	NADH-quinone oxidoreductase subunit D [EC:1.6.5.3]	10423	13386	13960	13940	9679	10259	14507	8602	9706	8018	22713	15792
KO:K00334	NADH-quinone oxidoreductase subunit E [EC:1.6.5.3]	4412	5869	5535	5632	4351	4965	7451	5106	5205	4228	11257	4747
KO:K00335	NADH-quinone oxidoreductase subunit F [EC:1.6.5.3]	13055	14590	16132	14532	10313	12118	13940	9097	9697	8768	23718	15367
KO:K00336	NADH-quinone oxidoreductase subunit G [EC:1.6.5.3]	10195	13932	14251	14383	9354	10968	16862	8258	9465	7692	20931	12088
KO:K00337	NADH-quinone oxidoreductase subunit H [EC:1.6.5.3]	10597	12510	12917	12954	9086	9930	15762	9035	10361	8037	22520	13196
KO:K00338	NADH-quinone oxidoreductase subunit I [EC:1.6.5.3]	5983	7404	7381	7215	5600	6045	10150	6846	7189	5484	16188	7701
KO:K00339	NADH-quinone oxidoreductase subunit J [EC:1.6.5.3]	6552	7604	7660	8160	5986	6359	10163	7384	7072	5908	16375	7182
KO:K00340	NADH-quinone oxidoreductase subunit K [EC:1.6.5.3]	5310	6361	6278	6270	5131	5042	10805	6825	6877	5315	14049	5855
KO:K00341	NADH-quinone oxidoreductase subunit L [EC:1.6.5.3]	15390	19208	20308	20568	13326	15203	21678	10586	12900	10490	30416	21294
KO:K00342	NADH-quinone oxidoreductase subunit M [EC:1.6.5.3]	13506	16118	17179	17466	12342	12933	18332	11884	13264	9751	26235	17538
KO:K00343	NADH-quinone oxidoreductase subunit N [EC:1.6.5.3]	11829	13049	13996	13955	9473	11043	16475	9480	11053	8998	24778	13466
KO:K00344	NADPH2:quinone reductase [EC:1.6.5.5]	18928	23674	24389	24086	17024	16894	18890	12532	11595	11345	34413	19414
KO:K00346	Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:1.6.5.-]	3	5	10	0	3	0	4	3	7	0	0	0
KO:K00347	Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:1.6.5.-]	20	15	41	19	45	6	4	0	4	8	22	13
KO:K00348	Na+-transporting NADH:ubiquinone oxidoreductase subunit C [EC:1.6.5.-]	3	7	3	0	3	3	10	0	0	0	22	4
KO:K00349	Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:1.6.5.-]	8	5	0	0	2	3	7	0	0	4	0	0
KO:K00350	Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:1.6.5.-]	0	3	3	0	5	6	7	0	0	0	0	3
KO:K00351	Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:1.6.5.-]	96	168	68	144	35	43	677	170	170	125	86	62
KO:K00354	NADPH2 dehydrogenase [EC:1.6.99.1]	617	1018	961	1092	654	934	354	495	328	584	1513	627
KO:K00355	NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]	259	233	330	418	312	365	128	294	185	260	583	170
KO:K00356	NADH dehydrogenase [EC:1.6.99.3]	4514	5169	5235	5021	4751	4392	6278	4220	4160	4020	9000	3781
KO:K00357	dihydropteridine reductase [EC:1.5.1.34]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00360	assimilatory nitrate reductase electron transfer subunit [EC:1.7.99.4]	124	27	22	75	38	47	60	21	49	45	245	96
KO:K00362	nitrite reductase (NADH) large subunit [EC:1.7.1.15]	3713	3170	3232	3774	3215	3504	3187	2833	1997	2487	6129	3205
KO:K00363	nitrite reductase (NADH) small subunit [EC:1.7.1.15]	1739	1722	1766	1829	1645	1434	2704	2603	1872	2333	5332	1127
KO:K00364	GMP reductase [EC:1.7.1.7]	59	231	116	268	179	186	48	132	18	781	138	224
KO:K00365	urate oxidase [EC:1.7.3.3]	1647	1404	1414	1691	918	765	1111	451	476	345	1612	1240
KO:K00366	ferredoxin-nitrite reductase [EC:1.7.7.1]	2025	3046	2772	2706	2399	2078	4282	2397	2185	2114	6196	2635
KO:K00367	ferredoxin-nitrate reductase [EC:1.7.7.2]	350	196	175	172	199	255	78	126	167	165	874	311
KO:K00368	nitrite reductase (NO-forming) [EC:1.7.2.1]	1796	779	1807	1020	1010	1663	4089	2114	3024	3071	6550	2886
KO:K00369	nitrate reductase-like protein	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00370	nitrate reductase alpha subunit [EC:1.7.99.4]	1073	632	1809	1091	785	1986	7001	1536	3295	1755	5772	2442
KO:K00371	nitrate reductase beta subunit [EC:1.7.99.4]	624	319	1026	508	452	952	4902	1019	2008	1205	3146	1159
KO:K00372	assimilatory nitrate reductase catalytic subunit [EC:1.7.99.4]	4300	3196	4319	4117	3836	3816	4395	3761	3300	3357	8654	6116
KO:K00373	nitrate reductase delta subunit	347	198	526	288	246	551	4270	785	1409	862	1438	232
KO:K00374	nitrate reductase gamma subunit [EC:1.7.99.4]	340	145	489	288	270	615	4737	680	1488	806	1492	350
KO:K00375	GntR family transcriptional regulator / MocR family aminotransferase	8092	7359	7140	8867	5260	6021	7119	4274	2984	3244	12135	4988
KO:K00376	nitrous-oxide reductase [EC:1.7.2.4]	300	240	324	197	207	462	1186	760	1330	1640	2726	1263
KO:K00380	sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]	1700	2093	1896	2330	2199	1817	3996	1184	985	1441	4043	2007
KO:K00381	sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]	2689	4745	3949	4912	3516	3667	3265	1934	2508	2141	5788	4425
KO:K00382	dihydrolipoamide dehydrogenase [EC:1.8.1.4]	15505	19286	18526	18972	13425	14240	28258	12159	13750	10909	28702	20633
KO:K00383	glutathione reductase (NADPH) [EC:1.8.1.7]	2026	2608	2732	3082	2494	2352	6294	3515	1996	2836	4268	1738
KO:K00384	thioredoxin reductase (NADPH) [EC:1.8.1.9]	20998	30961	29766	30606	18187	20454	25395	14721	16500	11763	38752	30564
KO:K00385	anaerobic sulfite reductase subunit C	0	0	7	0	0	0	139	10	0	3	5	0
KO:K00387	sulfite oxidase [EC:1.8.3.1]	412	364	521	351	288	323	1464	935	196	159	522	359
KO:K00389	putative membrane protein	1610	2427	1868	2563	1783	1669	1963	1265	1061	835	2269	1618
KO:K00390	phosphoadenosine phosphosulfate reductase [EC:1.8.4.8]	3894	5298	4313	4811	3686	3647	7496	3695	4603	3735	11152	4505
KO:K00392	sulfite reductase (ferredoxin) [EC:1.8.7.1]	4603	5116	5330	5423	3280	3603	7461	4233	3909	3403	7397	3880
KO:K00394	"adenylylsulfate reductase, subunit A [EC:1.8.99.2]"	224	342	311	331	148	283	2536	392	1250	558	785	345
KO:K00395	"adenylylsulfate reductase, subunit B [EC:1.8.99.2]"	91	143	98	111	49	78	1601	215	562	367	408	137
KO:K00399	methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00400	"methyl coenzyme M reductase system, component A2"	0	0	0	6	0	10	0	0	8	0	3	5
KO:K00401	methyl-coenzyme M reductase beta subunit [EC:2.8.4.1]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00402	methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]	0	0	0	0	0	0	0	0	0	0	4	6
KO:K00404	cytochrome c oxidase cbb3-type subunit I [EC:1.9.3.1]	1392	1687	1743	2141	1810	1703	1290	864	568	1141	3209	2095
KO:K00405	cytochrome c oxidase cbb3-type subunit II	1151	1431	1736	1723	1225	1492	907	1096	469	954	2671	1320
KO:K00406	cytochrome c oxidase cbb3-type subunit III	2752	3194	2886	3827	3227	3139	3685	3038	2712	2306	6858	3401
KO:K00407	cytochrome c oxidase cbb3-type subunit IV	193	185	252	334	317	311	142	268	49	308	787	184
KO:K00408	"wingless-type MMTV integration site family, member 4"	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00410	ubiquinol-cytochrome c reductase cytochrome b/c1 subunit	497	943	1026	941	731	1116	185	382	335	443	1287	595
KO:K00411	ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:1.10.2.2]	989	1814	1452	1849	2014	1317	1590	1447	585	1347	2337	823
KO:K00412	ubiquinol-cytochrome c reductase cytochrome b subunit	5656	7673	7457	9359	5587	5553	10027	6285	7196	3987	8331	4571
KO:K00413	ubiquinol-cytochrome c reductase cytochrome c1 subunit	1163	1574	1119	1553	1417	1013	1444	953	434	954	1605	957
KO:K00414	ubiquinol-cytochrome c reductase core subunit 1	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00415	ubiquinol-cytochrome c reductase core subunit 2	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00416	ubiquinol-cytochrome c reductase subunit 6	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00417	ubiquinol-cytochrome c reductase subunit 7	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00418	ubiquinol-cytochrome c reductase subunit 8	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00419	ubiquinol-cytochrome c reductase subunit 9	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00420	ubiquinol-cytochrome c reductase subunit 10	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00422	polyphenol oxidase [EC:1.10.3.1]	0	0	0	0	0	0	0	0	0	0	0	0
KO:K00423	L-ascorbate oxidase [EC:1.10.3.3]	149	129	80	109	81	92	53	14	25	32	153	80
KO:K00425	cytochrome d ubiquinol oxidase subunit I [EC:1.10.3.-]	6646	8264	7762	7894	5406	5259	13438	6029	5889	3927	10136	7456
KO:K00426	cytochrome d ubiquinol oxidase subunit II [EC:1.10.3.-]	5375	6318	5757	5943	4525	4209	10931	6094	4543	3653	8443	5364
